Station,Year,region,PC1_tmin,PC2_tmin,PC3_tmin
USC00417388,2007,Central,-3.7257645803128376,-1.452378189822916,-2.6612708699250334
USC00417388,2008,Central,-6.093185315628041,-0.9516897620104423,-2.1563299002198413
USC00417388,2010,Central,-5.978382620503826,-4.767708138276404,-3.6381145479230774
USC00417388,2011,Central,-3.9680781494792434,-4.808809924783354,-2.6388001578594498
USC00417388,2012,Central,-4.668760746492925,4.481017030763866,2.859662590762852
USC00417388,2013,Central,-6.3370419654387184,0.7145803436352658,-3.199847343672488
USC00417388,2014,Central,-8.204298359414967,-5.51083085118611,2.1347039261531364
USC00417388,2015,Central,-7.4677467375549895,-6.744478769962161,0.37334918064192024
USC00417388,2016,Central,-1.4251674962469423,-1.1207128467231975,-1.598776585432546
USC00417388,2017,Central,-1.3620747024561126,3.5268995297075882,-0.06146667503632841
USC00417388,2019,Central,-4.186146019014277,-1.6197261614650955,-1.7443388600298206
